amount_borrowed,term,borrower_rate,installment,grade,principal_balance,principal_paid,interest_paid,late_fees_paid,days_past_due,default_flag
7500.0,36,0.3182,325.90909560336286,G,5011.81,2488.19,2726.37,0.0,0,0
10000.0,60,0.186,257.20953005113665,D,8140.38,1859.62,2467.95,60.0,0,0
8400.0,36,0.1398,287.02,C,0.0,2420.72,1022.85,0.0,1306,0
7800.0,36,0.1423,267.45767063187355,D,6574.14,1225.86,513.98,0.0,0,0
30000.0,36,0.0975,964.5,B,0.0,0.0,0.0,0.0,912,0
7200.0,36,0.1091,235.42,B,4865.88,2334.12,717.61,0.0,29,0
27000.0,36,0.0734,837.8852666476971,A,24285.84,2714.16,637.4,0.0,0,0
25000.0,60,0.1745,627.3794724217342,D,0.0,25000.0,2367.15,0.0,0,0
4800.0,36,0.1349,162.87,C,2641.16,2158.84,784.26,0.0,29,0
16800.0,60,0.1699,417.44,D,0.0,16800.0,3248.1,0.0,0,0
23025.0,36,0.2239,883.99,E,0.0,23025.0,329.37,0.0,0,0
5000.0,36,0.0644,153.1085034650422,A,0.0,5000.0,422.27,0.0,0,0
3000.0,36,0.0999,96.79,B,0.0,1307.37,416.34,15.0,394,0
5000.0,36,0.1602,175.84,C,354.05,4645.95,401.59,0.0,29,0
6800.0,36,0.1947,250.8797800798692,E,0.0,6800.0,472.23,0.0,0,0
11200.0,36,0.0735,347.62,A,8919.4,2280.6,495.79,0.0,29,0
15000.0,36,0.1673,532.7774659092743,D,0.0,15000.0,4134.77,0.0,0,0
9800.0,36,0.0739,304.35,A,2656.53,7143.47,1069.96,0.0,29,0
20000.0,36,0.0999,645.25,B,0.0,20000.0,3068.41,0.0,0,0
26225.0,36,0.1359,891.1,C,0.0,26225.0,2582.03,0.0,0,0
26000.0,60,0.0869,535.8138745917702,B,20651.26,5348.74,2066.12,0.0,0,0
24000.0,60,0.1268999999999999,542.28,C,12681.36,11318.64,6583.51,0.0,29,0
9000.0,36,0.0824,283.03,B,6481.17,2518.83,590.38,0.0,151,0
9000.0,60,0.1693,223.33457365494323,D,8284.4,715.6,847.71,0.0,0,0
9250.0,36,0.1629,326.53,D,0.0,9250.0,2487.2,0.0,0,0
30000.0,60,0.109,650.78,B,28466.14,1533.86,1032.93,0.0,29,0
10800.0,60,0.1757,271.73,D,0.0,2167.58,2451.83,45.0,912,0
10000.0,36,0.1069,325.9210772493358,C,7273.83,2726.17,858.95,0.0,0,0
25000.0,36,0.1505,867.25,C,22432.24,2567.76,1180.34,0.0,60,0
30000.0,60,0.1673,741.2288737515057,D,0.0,10476.2,9537.01,0.0,0,1
5000.0,36,0.0532,150.58,A,0.0,5000.0,342.69,0.0,0,0
26000.0,60,0.1346,597.7203450966944,C,11610.82,14389.18,8324.18,0.0,0,0
15000.0,60,0.1859,385.7321372342415,D,14598.19,401.81,755.38,0.0,0,0
15000.0,36,0.0699,463.09,A,8306.36,6693.64,1173.07,0.0,60,0
4550.0,36,0.1465,156.95,C,0.0,4550.0,454.36,0.0,0,0
30400.0,60,0.2588,908.04,F,0.0,2783.74,6413.54,0.0,575,0
7000.0,36,0.2019999999999999,260.86,E,0.0,7000.0,889.17,0.0,0,0
20000.0,60,0.1399,465.27,C,0.0,20000.0,1919.67,0.0,0,0
16300.0,60,0.121,363.40872758931255,C,0.0,16300.0,2129.52,0.0,0,0
24000.0,60,0.1531,574.88,C,0.0,24000.0,4462.31,0.0,0,0
5825.0,36,0.1757,209.34,D,0.0,3890.81,1568.07,0.0,881,0
30000.0,60,0.1446,705.23,C,18499.83,11500.17,8377.59,0.0,60,0
8000.0,36,0.0999,258.1,B,0.0,8000.0,190.57,0.0,0,0
32000.0,36,0.1199,1062.7050821831288,B,0.0,32000.0,6264.12,0.0,0,0
3000.0,36,0.1229,100.06,C,0.0,500.51,183.52,0.0,912,0
6000.0,36,0.1144,197.69,B,0.0,6000.0,456.07,0.0,0,0
10300.0,36,0.1199,342.06,B,0.0,10300.0,2004.18,0.0,0,0
16000.0,36,0.1149,527.55,B,8241.81,7758.19,2250.94,0.0,29,0
12000.0,36,0.1043,389.6333561228736,B,0.0,12000.0,1812.65,0.0,0,0
9600.0,36,0.0735,297.96,A,0.0,9600.0,527.28,0.0,0,0
6000.0,36,0.0929,191.60924519790703,B,4651.15,1348.85,375.64,0.0,0,0
7000.0,36,0.1449,240.92,C,0.0,7000.0,842.88,0.0,0,0
5000.0,36,0.0818,157.1,B,312.23,4687.77,649.09,0.0,60,0
15000.0,60,0.1505,357.25,C,0.0,15000.0,757.4,0.0,0,0
4000.0,60,0.2974,128.77550743472136,F,3877.94,122.06,393.06,0.0,0,0
22575.0,36,0.1825,818.98,D,0.0,22575.0,1328.0,0.0,0,0
10000.0,36,0.1745,358.7708741334567,D,0.0,2266.45,1321.25,0.0,0,1
25000.0,36,0.0735,775.94,A,21205.42,3794.58,892.17,0.0,29,0
23125.0,60,0.1785999999999999,585.47,D,0.0,6226.48,6607.97,0.0,698,0
5675.0,36,0.1349,192.56,C,3277.64,2397.36,882.55,0.0,29,0
13000.0,60,0.1335,298.13,C,0.0,13000.0,287.54,0.0,0,0
4000.0,36,0.0683,123.2,A,4000.0,0.0,0.0,0.0,60,0
8500.0,36,0.1543,296.4483073622514,D,0.0,8500.0,2002.14,30.0,0,0
8000.0,36,0.1655,283.44,D,0.0,3509.51,1585.05,0.0,547,0
19600.0,36,0.0769,611.4,A,0.0,19600.0,1865.74,0.0,0,0
6500.0,36,0.1199,215.87,B,5249.53,1250.47,472.16,0.0,29,0
10575.0,36,0.0603,321.86,A,0.0,10575.0,1011.8,0.0,0,0
16000.0,60,0.1367,369.57,C,9863.35,6136.65,4205.23,0.0,60,0
10750.0,36,0.1757,386.33,D,0.0,10750.0,2612.08,0.0,0,0
2000.0,36,0.1199,66.42,B,1514.19,485.81,175.06,0.0,29,0
8000.0,36,0.0697,246.91,A,0.0,8000.0,542.78,0.0,0,0
35000.0,60,0.0839,716.23,B,21041.42,13958.58,5363.32,0.0,29,0
20000.0,36,0.0832,629.6839512528243,B,0.0,20000.0,2241.78,0.0,0,0
3875.0,36,0.1727,138.68,D,0.0,1176.03,619.37,0.0,486,0
5800.0,36,0.28,239.9088084873334,F,0.0,5800.0,962.74,0.0,0,0
15000.0,36,0.0736,465.6294107980777,A,925.65,14074.35,1757.07,0.0,0,0
4800.0,36,0.1333,162.5,C,0.0,4800.0,1046.23,0.0,0,0
10000.0,36,0.1099,327.34,B,0.0,10000.0,1077.9,0.0,0,0
10525.0,60,0.1853999999999999,270.37,E,0.0,10525.0,3538.05,0.0,0,0
10000.0,36,0.0707,309.1,A,7430.78,2569.22,517.85,0.0,60,0
3600.0,36,0.0532,108.42,A,0.0,3600.0,158.3,0.0,0,0
1800.0,36,0.0759,56.07,A,0.0,1800.0,97.45,0.0,0,0
7000.0,36,0.0769,218.35487340376108,B,5580.01,1419.99,326.81,0.0,0,0
15000.0,36,0.0924,478.673241333135,B,0.0,15000.0,2234.19,0.0,0,0
10000.0,36,0.0532,301.15,A,0.0,10000.0,510.22,0.0,0,0
12000.0,36,0.0917,382.55,B,0.0,12000.0,1712.94,0.0,0,0
10000.0,36,0.1823,362.67879452580456,D,0.0,2317.23,1599.73,72.52,0,1
14900.0,36,0.1415,510.3328760838217,C,0.0,14900.0,3183.99,0.0,0,0
22075.0,36,0.1798999999999999,797.96,D,13108.22,8966.78,4576.48,0.0,60,0
22900.0,60,0.2569,681.45,F,17600.57,5299.43,9659.79,0.0,60,0
7500.0,36,0.0789,234.65,A,0.0,7500.0,946.43,0.0,0,0
12000.0,36,0.1629,423.60449266357216,D,8926.14,3073.86,1585.74,0.0,0,0
35000.0,36,0.1999,1300.55,D,0.0,35000.0,2452.19,0.0,0,0
25000.0,36,0.1649,884.99,D,0.0,25000.0,6836.54,0.0,0,0
4000.0,36,0.2115,151.00850773883923,E,0.0,4000.0,1402.91,0.0,0,0
14100.0,36,0.066,432.79300594581616,A,9704.44,4395.56,797.92,0.0,122,1
13725.0,36,0.2312999999999999,532.23,F,0.0,13725.0,1266.25,0.0,0,0
35000.0,60,0.1261999999999999,789.57,C,29639.1,5360.9,4181.52,0.0,60,0
15000.0,60,0.1659,369.49,D,0.0,15000.0,4727.67,0.0,0,0
10000.0,36,0.0829,314.703204837158,A,9259.72,740.28,203.82,0.0,0,0
35000.0,60,0.1999,927.1,E,0.0,3710.3,5521.83,0.0,606,0
20000.0,36,0.0532,602.3,A,0.0,20000.0,1265.82,0.0,0,0
7000.0,36,0.1081,228.5416938486408,C,0.0,7000.0,847.19,0.0,0,0
15000.0,36,0.1231,500.4384965433733,C,0.0,15000.0,3027.07,0.0,0,0
20000.0,36,0.157,700.1820399800262,D,0.0,20000.0,2339.2,0.0,0,0
16000.0,36,0.1153,527.85,B,0.0,16000.0,2573.77,0.0,0,0
12000.0,60,0.1313,273.8361201367213,C,0.0,12000.0,500.66,0.0,0,0
15000.0,36,0.0869,474.8347672232903,B,10426.4,4178.64,1044.49,0.0,0,0
35000.0,60,0.1349,805.17,C,28795.32,6204.68,5041.47,0.0,60,0
30225.0,36,0.1299,1018.26,B,0.0,30225.0,2403.42,0.0,0,0
15000.0,60,0.1629,367.09,D,4652.2,10347.8,6561.18,0.0,60,0
30000.0,60,0.2030999999999999,800.01,D,0.0,30000.0,1015.72,40.000000037667,0,0
6500.0,36,0.0944,208.04,B,0.0,6500.0,336.72,0.0,0,0
7000.0,60,0.1675,173.02845038167007,D,0.0,7000.0,425.36,0.0,0,0
23625.0,36,0.1601,830.71,C,22587.1,1037.9,602.51,0.0,60,0
35000.0,60,0.1505,833.57,C,30376.57,4623.43,4516.58,0.0,29,0
19900.0,36,0.0906,633.3705292191738,B,5495.89,14404.11,2696.88,0.0,0,0
29000.0,36,0.1499,1005.16,C,19996.36,9003.64,4051.37,0.0,60,0
6250.0,36,0.1311,210.92,B,0.0,6250.0,445.44,0.0,0,0
35000.0,60,0.1239,785.48,C,0.0,35000.0,7846.82,0.0,0,0
17600.0,36,0.1149,580.3,B,11474.79,6125.21,1987.76,0.0,29,0
15000.0,36,0.1029,486.0526778420272,B,0.0,15000.0,2156.28,0.0,0,0
35000.0,36,0.0749,1088.556898642173,B,0.0,35000.0,3351.07,0.0,0,0
35000.0,36,0.0944,1120.18,B,28946.03,6053.97,1873.45,0.0,60,0
5000.0,36,0.088,158.53365931514915,B,0.0,5000.0,373.07,0.0,0,0
18800.0,60,0.1199,418.1006201137637,B,0.0,18800.0,810.34,0.0,0,0
15000.0,36,0.1736,537.482267067637,D,0.0,15000.0,3612.9,0.0,0,0
8000.0,36,0.1999,297.27,D,0.0,672.59,507.61,0.0,486,0
30000.0,36,0.0916,956.23,B,12831.43,17168.57,4420.59,0.0,29,0
15000.0,36,0.0929,479.02311299476753,B,0.0,15000.0,550.28,0.0,0,0
20000.0,60,0.1261999999999999,451.19,C,19021.27,978.73,797.99,0.0,60,0
25000.0,36,0.0530999999999999,752.76,A,23065.06,1934.94,315.96,0.0,60,0
7000.0,36,0.1408,239.52,C,5515.38,1484.62,641.38,0.0,60,0
40000.0,36,0.0530999999999999,1204.42,A,38972.58,1027.42,153.4,0.0,60,0
30000.0,36,0.1903,1100.14,D,26104.06,3895.94,2796.76,0.0,60,0
10000.0,60,0.088,206.6142353839268,B,0.0,3480.19,1478.45,0.0,0,1
10000.0,36,0.1075,326.21,B,2808.38,7191.62,1610.08,0.0,29,0
2500.0,60,0.2699,76.32337719278839,F,1899.1,600.9,664.38,0.0,0,0
15000.0,60,0.291,477.0416633386529,F,14416.74,465.44,1442.72,0.0,0,0
25000.0,36,0.0838,787.8,B,0.0,25000.0,3204.52,0.0,0,0
20000.0,60,0.145,470.5656216171643,D,19540.66,459.34,481.8,0.0,0,0
15000.0,60,0.1408,349.65,C,0.0,15000.0,117.34,0.0,0,0
7500.0,36,0.0832,236.1314817198092,B,0.0,1896.99,464.31,0.0,0,1
30000.0,60,0.263,903.55,E,28714.63,1285.37,3188.55,0.0,60,0
35000.0,60,0.115,769.7412581204674,C,28525.08,6474.92,4301.44,0.0,0,0
24850.0,36,0.1139,818.16,B,0.0,24850.0,2357.81,0.0,0,0
20000.0,36,0.1531,696.35,C,0.0,9979.63,3930.36,0.0,272,0
12300.0,60,0.119,272.98555322969383,C,9522.88,2602.14,1765.7,0.0,0,0
12000.0,36,0.0651,367.84265616574464,A,0.0,12000.0,1243.34,0.0,0,0
18000.0,60,0.1056,387.43,B,17267.74,732.26,144.61,0.0,60,0
8500.0,36,0.079,265.97,A,0.0,8500.0,149.51,0.0,0,0
8800.0,36,0.1231,293.590584638779,C,1171.34,7628.66,1751.22,15.0,171,0
6000.0,36,0.1099,196.41,B,767.73,5232.27,1049.19,0.0,29,0
21000.0,36,0.1239,701.42,C,0.0,21000.0,4536.84,35.0700000708,0,0
20000.0,36,0.1409,684.43,B,0.0,20000.0,4639.35,0.0,0,0
10000.0,60,0.2145,273.08,D,9196.42,803.58,1369.14,0.0,29,0
32000.0,36,0.0789,1001.15,A,0.0,32000.0,2009.81,0.0,0,0
2000.0,36,0.1561,69.93,D,0.0,2000.0,515.73,0.0,0,0
36000.0,60,0.0944,755.02,B,29469.69,6530.31,3361.07,0.0,60,0
16000.0,36,0.1505,555.04,C,11030.03,4969.97,2232.17,0.0,29,0
11200.0,36,0.0735,347.62,A,10073.62,1126.38,252.67,0.0,60,0
3000.0,36,0.1274,100.71,C,0.0,3000.0,126.64,0.0,0,0
6600.0,36,0.1167,218.18,B,0.0,6600.0,1252.47,0.0,0,0
15000.0,36,0.0999,483.9373868228239,C,0.0,15000.0,542.26,0.0,0,0
18000.0,60,0.1735,450.74081771865264,D,8124.95,9875.05,7703.81,0.0,0,0
13000.0,36,0.0796,407.14,A,12356.06,643.94,164.59,0.0,60,0
6000.0,36,0.0735,186.23,A,4934.22,1065.78,235.38,0.0,29,0
3600.0,36,0.0712,111.36,A,0.0,3600.0,385.45,0.0,0,0
12000.0,36,0.1229,400.24,C,0.0,12000.0,709.93,35.01,0,0
18000.0,36,0.1075,587.17,B,5055.33,12944.67,2951.92,0.0,60,0
10000.0,36,0.2029,373.1151090350694,D,9164.55,835.45,657.03,0.0,0,0
8325.0,36,0.1288,280.03,C,0.0,2000.34,796.98,0.0,637,0
20000.0,60,0.1814,509.3929718360674,D,19584.29,211.2,298.19,0.0,0,0
6000.0,36,0.0999,193.58,B,0.0,6000.0,182.84,0.0,0,0
25000.0,36,0.0944,800.13,B,18094.54,6905.46,1882.86,0.0,29,0
1000.0,36,0.1699,35.65,D,128.43,871.57,164.84,0.0,60,0
10500.0,60,0.1199,233.52,B,0.0,10500.0,632.05,0.0,0,0
10000.0,36,0.1213,332.77,B,9768.31,231.69,94.34,0.0,60,0
18000.0,36,0.1203,598.1155240754144,C,0.0,18000.0,2883.86,0.0,0,0
4200.0,36,0.1043,136.37167464300578,B,0.0,4200.0,479.52,0.0,0,0
16200.0,36,0.2398999999999999,635.49,E,9964.17,6235.83,4524.32,0.0,60,0
3600.0,36,0.1367,122.47,C,1019.93,2580.07,729.21,0.0,29,0
30000.0,36,0.0999,967.88,B,0.0,30000.0,1904.44,0.0,0,0
15500.0,60,0.109,336.24,B,15107.33,392.67,270.42,0.0,29,0
5000.0,36,0.3153,216.4695761944977,G,0.0,5000.0,1581.48,15.0,0,0
7900.0,36,0.1599,277.71,C,5265.14,2634.86,1239.04,0.0,29,0
7000.0,36,0.1149,230.8,B,3210.56,3789.44,1052.89,0.0,60,0
10000.0,36,0.1075,326.21,B,0.0,10000.0,876.45,0.0,0,0
8500.0,60,0.1924,221.61869069115355,D,0.0,8500.0,516.61,0.0,0,0
22000.0,60,0.231,621.4550022333257,E,20984.38,1015.62,2091.68,0.0,0,0
21000.0,36,0.0818,659.81,B,3232.6,17767.4,2678.52,0.0,60,0
7000.0,36,0.1399,239.21,C,4055.71,2944.29,1111.4,0.0,29,0
12000.0,36,0.1099,392.81,B,0.0,5178.5,1499.26,0.0,486,0
5025.0,36,0.1953,185.55,D,0.0,5025.0,363.84,0.0,0,0
5000.0,36,0.1149,164.86,B,0.0,1094.1,381.66,0.0,363,0
16000.0,36,0.2039,597.81,D,15674.06,325.94,253.75,0.0,29,0
15000.0,36,0.0818,471.3,B,932.73,14067.27,1957.72,0.0,29,0
5000.0,36,0.1319,168.92770338008876,C,4655.65,344.35,162.44,0.0,0,0
13250.0,60,0.1629,324.26,C,0.0,13250.0,4719.14,0.0,0,0
15000.0,36,0.1505,520.3472808367267,D,0.0,15000.0,1062.69,26.02,0,0
4500.0,36,0.1727,161.05,C,0.0,4500.0,816.73,0.0,0,0
14400.0,60,0.1367,332.61,C,8411.5,5988.5,3967.93,0.0,60,0
6001.0,60,0.2508,176.41885644649577,F,4181.39,1819.61,2943.73,0.0,0,0
12000.0,60,0.2569,357.09,F,9062.19,2937.81,5258.13,0.0,29,0
6300.0,36,0.1041,204.5,B,5846.55,453.45,156.41,0.0,60,0
6400.0,36,0.0797,200.47,A,0.0,6400.0,192.76,0.0,0,0
20000.0,36,0.1099,654.68,B,9136.55,10863.45,2860.41,0.0,60,0
35000.0,60,0.2246999999999999,976.04,E,0.0,35000.0,10311.41,0.0,0,0
6000.0,36,0.1081,195.8928804416921,C,0.0,2106.12,636.34,0.0,0,1
9025.0,36,0.1239,301.45,C,0.0,9025.0,1820.69,0.0,0,0
22125.0,60,0.1898999999999999,573.82,E,8054.58,14070.42,11154.32,0.0,60,0
16000.0,60,0.1199,355.84,B,0.0,16000.0,3232.68,0.0,0,0
12000.0,36,0.0751,373.3297326747124,A,2905.34,9094.66,1358.58,0.0,0,0
5200.0,36,0.1465,179.37,C,0.0,5200.0,1034.83,0.0,0,0
12000.0,36,0.0789,375.43,A,0.0,12000.0,1310.61,0.0,0,0
2000.0,36,0.1505,69.37963744489689,D,0.0,1172.1,423.64,0.0,0,1
3000.0,60,0.0791,60.7000473457243,B,2034.42,965.58,369.82,0.0,0,0
14000.0,36,0.0593,425.47,A,0.0,14000.0,706.01,0.0,0,0
12000.0,60,0.1526,287.1195007471627,D,0.0,12000.0,4293.58,0.0,0,0
10000.0,60,0.231,282.4795464696935,E,9507.39,492.61,989.87,0.0,0,0
18000.0,36,0.1446,619.2265082148107,D,2609.46,15390.54,3838.73,0.0,0,0
15000.0,60,0.1999,397.33,D,11934.41,3065.59,4053.03,0.0,60,0
12000.0,60,0.1433,281.28,C,0.0,3992.2,3030.25,0.0,241,0
13325.0,60,0.205,356.75,E,0.0,260.43,407.69,0.0,881,0
8000.0,36,0.1268999999999999,268.36,C,0.0,8000.0,654.39,0.0,0,0
16000.0,36,0.1105,524.2,B,16000.0,0.0,0.0,0.0,60,0
25000.0,60,0.1798999999999999,634.7,D,17924.64,7075.36,7497.75,0.0,60,0
10000.0,36,0.1149,329.72,B,0.0,10000.0,1145.1,0.0,0,0
10000.0,36,0.1042,324.65,B,9036.27,963.73,329.08,0.0,60,0
2000.0,36,0.1629,70.60074877726203,D,1554.36,445.64,245.36,15.0,69,0
18000.0,36,0.1399,615.11,C,8931.09,9068.91,3205.31,0.0,29,0
6000.0,36,0.1399,205.04,C,0.0,834.53,391.05,0.0,759,0
21200.0,60,0.1898999999999999,549.83,D,17870.16,3329.84,4345.41,0.0,29,0
5000.0,36,0.1099,163.67,B,0.0,5000.0,718.99,0.0,0,0
14400.0,36,0.089,457.25,A,0.0,14400.0,948.7,0.0,0,0
4000.0,36,0.1447,137.63,C,0.0,4000.0,954.47,0.0,0,0
25000.0,60,0.1443,587.2944811243842,D,0.0,25000.0,1336.02,0.0,0,0
4600.0,36,0.0751,143.10973085863975,A,0.0,4600.0,243.87,0.0,0,0
7200.0,36,0.1299,242.57,B,0.0,7200.0,1532.16,0.0,0,0
7000.0,36,0.0799,219.33,A,0.0,7000.0,542.91,0.0,0,0
15000.0,36,0.1159,495.282393772929,C,3800.34,11199.66,2668.18,0.0,0,0
7500.0,36,0.3182,325.90909560336286,G,0.0,7500.0,254.14,0.0,0,0
8000.0,36,0.1285,268.97398447816227,C,5219.15,2780.85,995.03,0.0,0,0
15000.0,60,0.1199,333.59092030353486,C,14255.8,744.2,590.16,0.0,0,0
8000.0,36,0.0734,248.2623012289473,A,7399.54,600.46,144.32,0.0,0,0
5000.0,36,0.1099,163.67,B,0.0,5000.0,779.24,0.0,0,0
35000.0,36,0.0944,1120.18,B,28944.66,6055.34,1660.09,0.0,29,0
3200.0,36,0.1505,111.01,C,2288.28,911.72,394.99,0.0,29,0
20000.0,36,0.1039,649.0119955376454,C,17274.53,2725.47,821.56,0.0,0,0
4200.0,36,0.1261999999999999,140.75,C,0.0,392.46,167.6,0.0,241,0
25000.0,60,0.2185,688.35,D,24766.86,233.14,394.52,0.0,60,0
2000.0,36,0.3182,86.90909216089676,G,1659.09,340.91,441.28,0.0,0,0
10000.0,36,0.1569,350.0417715400096,D,0.0,1574.85,883.31,0.0,0,1
13200.0,60,0.0799,267.59,A,9960.98,3239.02,1152.03,0.0,60,0
35000.0,36,0.0649,1072.56,A,0.0,35000.0,2175.18,0.0,0,0
5800.0,36,0.1261999999999999,194.37,C,0.0,5800.0,61.41,0.0,0,0
14700.0,60,0.1757,369.86,D,7949.56,6750.44,5810.45,0.0,29,0
35000.0,60,0.1443,822.2122735741381,D,0.0,35000.0,8606.26,0.0,0,0
2500.0,36,0.1153,82.48,B,0.0,2500.0,463.87,0.0,0,0
10000.0,60,0.1903,259.58,D,9145.73,854.27,1211.8,0.0,60,0
35000.0,36,0.0608,1066.04,A,30511.2,4488.8,740.92,0.0,60,0
3200.0,36,0.0739,99.38,A,773.39,2426.61,358.66,0.0,60,0
5000.0,36,0.1505,173.45,C,3952.34,1047.66,505.03,0.0,60,0
3000.0,36,0.1099,98.20194505640532,C,0.0,3000.0,65.69,0.0,0,0
15000.0,36,0.0999,483.94,B,0.0,15000.0,2405.08,0.0,0,0
25000.0,60,0.1479,591.9960192263335,D,22307.11,2692.89,2635.11,0.0,0,0
21000.0,60,0.1561,506.34,D,0.0,21000.0,2063.28,0.0,0,0
8000.0,60,0.189,207.0844664978199,D,7718.7,281.3,335.7975,0.0,1431,1
4000.0,36,0.1905,146.72521916704153,D,0.0,4000.0,1275.7623,0.0,0,0
8000.0,36,0.0619,244.07,A,8000.0,0.0,0.0,0.0,60,0
20000.0,60,0.2239,556.83,E,16612.09,3387.91,5471.61,0.0,182,0
4500.0,36,0.1153,148.46,B,0.0,4500.0,801.6,0.0,0,0
6118.0,36,0.128,205.55073022112228,C,0.0,6118.0,356.09,0.0,0,0
20000.0,36,0.1499,693.21,C,0.0,20000.0,1211.44,0.0,0,0
24000.0,60,0.0899,498.09,B,17160.11,6839.89,3109.92,0.0,60,0
15000.0,36,0.1029,486.0526778420272,B,0.0,15000.0,2497.2,0.0,0,0
25000.0,36,0.1099,818.3495421367109,C,17357.1,7642.9,2370.6,0.0,0,0
10000.0,60,0.1359,230.57,C,0.0,10000.0,1111.59,0.0,0,0
28000.0,36,0.1299,943.3,B,0.0,28000.0,4108.47,0.0,0,0
14000.0,36,0.0746,435.23,A,14000.0,0.0,0.0,0.0,60,0
15000.0,36,0.0943,480.01,B,14637.86,362.14,90.37,0.0,60,0
25000.0,36,0.0824,786.19,B,13268.7,11731.3,2397.23,0.0,29,0
29400.0,60,0.0838,601.49,B,16228.83,13171.17,4859.84,0.0,60,0
1800.0,36,0.0824,56.61,B,0.0,178.83,45.96,0.0,394,0
7500.0,36,0.3182,325.90909560336286,G,0.0,256.2,395.62,0.0,0,1
30000.0,36,0.1375,1021.6899831376252,D,18173.5,11826.5,4520.54,0.0,0,0
25000.0,36,0.0999,806.57,B,3139.18,21860.82,3955.54,0.0,60,0
16000.0,60,0.1099,347.8,B,0.0,16000.0,3868.84,0.0,0,0
15000.0,60,0.2699,457.9402631567304,F,13664.51,1335.49,3243.91,0.0,110,0
12000.0,36,0.0809,376.5348100116552,A,0.0,12000.0,1150.42,0.0,0,0
20050.0,60,0.1875,517.36,D,0.0,2668.28,3534.28,0.0,1794,0
15000.0,36,0.1198,498.0713734284429,C,0.0,7857.58,1126.98,0.0,0,1
9500.0,36,0.0766,296.2076604443744,B,0.0,9500.0,593.48,0.0,0,0
5000.0,36,0.0699,154.37,A,1927.04,3072.96,475.61,0.0,60,0
24500.0,60,0.1402999999999999,570.46,C,24500.0,0.0,0.0,0.0,60,0
8000.0,36,0.098,257.39,B,1501.03,6498.97,1186.48,0.0,29,0
14250.0,36,0.1709,508.69,D,11336.21,2913.79,1650.89,0.0,60,0
9000.0,36,0.1042,292.19,B,0.0,9000.0,3.0,0.0,0,0
25000.0,60,0.1299,568.6988568312956,C,21533.73,3466.27,2789.43,0.0,0,0
21000.0,36,0.079,657.1,A,0.0,21000.0,2339.73,0.0,0,0
17600.0,60,0.1531,421.58,C,0.0,17600.0,7694.1,0.0,0,0
35000.0,36,0.0608,1066.04,A,0.0,35000.0,326.82,0.0,0,0
10000.0,36,0.0739,310.56,A,3581.63,6418.37,1030.96,0.0,60,0
2000.0,36,0.2969,84.56392408248533,G,608.34,1391.66,976.02,0.0,0,0
4800.0,36,0.0975,154.32,B,1334.09,3465.91,695.53,0.0,29,0
6000.0,36,0.1299,202.14,C,0.0,2061.83,763.8,0.0,941,0
20000.0,60,0.1599,486.26,C,0.0,20000.0,3096.29,0.0,0,0
14000.0,36,0.0721,433.63,A,10078.64,3921.36,675.01,0.0,60,0
1000.0,36,0.0532,30.12,A,0.0,1000.0,42.15,0.0,0,0
12000.0,60,0.2085,323.6285924315195,E,0.0,11999.99,1480.64,0.0,0,0
7750.0,36,0.1274,260.16,C,0.0,7750.0,296.9,0.0,0,0
12000.0,60,0.1805999999999999,305.12,D,10809.43,1190.57,1549.49,0.0,29,0
13700.0,60,0.1505,326.29,C,13070.4,629.6,664.11,0.0,60,0
12000.0,60,0.1039,257.2733869780415,C,10069.46,1930.54,1156.7,0.0,0,0
6000.0,36,0.1144,197.69,B,0.0,2579.46,777.46,0.0,790,0
15000.0,60,0.1289,340.4520392120989,C,14273.05,529.59,491.76,0.0,0,0
20000.0,36,0.1099,654.68,B,7989.31,12010.69,3034.74,0.0,29,0
6300.0,36,0.1091,205.99,B,0.0,6300.0,153.03,0.0,0,0
9000.0,36,0.0985,289.7712801731998,B,6523.79,2476.21,711.26,0.0,0,0
10000.0,36,0.1259,334.97,C,0.0,10000.0,1252.86,0.0,0,0
23000.0,60,0.1064,495.96,B,0.0,23000.0,1097.48,0.0,0,0
8500.0,36,0.1229,283.51,C,558.02,7941.98,1691.56,0.0,29,0
6075.0,36,0.1016,196.48,B,0.0,6075.0,983.22,0.0,0,0
10000.0,36,0.1299,336.9,C,3176.47,6823.53,1921.44,0.0,60,0
10000.0,36,0.1319,337.8554067601775,C,0.0,10000.0,1649.27,0.0,0,0
10000.0,60,0.1499,237.85,C,0.0,2839.23,2393.47,0.0,820,0
25975.0,60,0.21,702.72,E,0.0,25975.0,2228.62,0.0,0,0
32000.0,60,0.135,736.3150725403858,C,0.0,32000.0,8792.52,0.0,0,0
27000.0,60,0.3017,876.37,F,26599.94,400.06,1307.42,0.0,60,0
8000.0,36,0.0749,248.82,A,0.0,8000.0,953.91,0.0,0,0
14000.0,60,0.1924,365.02,E,5937.89,8062.11,6866.3,0.0,60,0
17550.0,36,0.1951999999999999,647.94,E,0.0,14407.45,5678.69,32.4,516,0
22000.0,36,0.089,698.58,A,0.0,22000.0,1428.34,0.0,0,0
15000.0,60,0.1005,319.0748266649318,B,7447.96,7552.04,3281.34,0.0,0,0
6500.0,36,0.1602,228.59,C,0.0,6500.0,490.17,0.0,0,0
8750.0,36,0.0839,275.78,B,0.0,8750.0,892.18,0.0,0,0
2000.0,36,0.1285,67.24349611954057,C,1222.99,777.01,283.83,0.0,0,0
